State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
22,217068,3214,1236,21237,4109332900,5,Yes,Yes,Yes,Yes,Yes,Yes,717627600.0,3.5,94.9,74.5,86.1,87.4,86.4,90.7,83.7,13.4,9.8,0.2,96.2,0.6,99.2,"4,967","6,825",72.78,80.64,79.31,81.80,Better Than National Rate,168,"3,572",4.70,4.21,3.67,4.83,Same As National Rate,281,"3,325",8.45,7.17,6.45,7.88,Better Than National Rate,0.98,"9,061"
22,217071,15,1086,21045,4109975257,3,Yes,Yes,Yes,Yes,Yes,Yes,741214800.0,4.5,97.9,78.7,89.9,91.5,90.3,98.6,88.8,13.1,10.6,0.3,97.7,0.8,98.7,"3,700","5,451",67.88,74.57,73.23,75.98,Worse Than National Rate,64,"1,837",3.48,3.77,3.13,4.74,Same As National Rate,220,"2,723",8.08,7.69,6.80,8.58,Better Than National Rate,0.97,"8,555"
22,217072,3215,1240,21093,4102524500,1,Yes,Yes,Yes,Yes,Yes,Yes,733784400.0,4.5,98.3,83.3,91.6,90.6,91.9,93.7,89.9,13.5,11.6,0.6,91.8,0.3,100.0,"1,574","1,862",84.53,92.03,90.14,93.85,Better Than National Rate,43,"1,018",4.22,4.23,3.39,5.27,Same As National Rate,41,846,4.85,5.04,3.92,6.46,Better Than National Rate,0.99,"2,324"
22,217079,3216,1241,21804,4105437550,3,Yes,Yes,Yes,No,Yes,Yes,755992800.0,3.0,92.1,68.4,82.5,83.2,81.7,85.5,79.4,12.2,15.0,0.2,93.6,0.2,98.6,"1,840","2,278",80.77,88.14,86.08,90.03,Better Than National Rate,56,"1,304",4.29,3.90,3.21,4.71,Same As National Rate,84,"1,022",8.22,7.84,6.54,9.32,Better Than National Rate,0.94,"2,533"
22,217081,3217,1236,21224,4102888000,5,Yes,Yes,Yes,Yes,Yes,Yes,763336800.0,3.5,98.4,75.9,82.5,83.6,82.4,88.9,75.8,13.1,9.1,0.6,96.6,0.5,100.0,"7,160","8,517",84.07,92.53,91.57,93.51,Better Than National Rate,310,"6,291",4.93,4.52,4.05,5.03,Worse Than National Rate,346,"4,287",8.07,7.16,6.45,7.89,Better Than National Rate,0.93,"8,954"
22,217084,3218,1242,20852,3018966349,5,Yes,Yes,Yes,Yes,Yes,Yes,765320400.0,3.5,97.7,91.3,83.0,85.1,85.8,95.0,79.9,13.4,10.3,0.3,99.7,0.6,100.0,"2,667","3,038",87.79,90.95,89.71,92.09,Better Than National Rate,75,"1,641",4.57,4.87,3.96,5.84,Worse Than National Rate,87,"1,410",6.17,7.07,5.91,8.47,Better Than National Rate,0.94,"3,117"
22,217085,3219,1243,21740,3017667800,2,Yes,Yes,Yes,Yes,Yes,Yes,767826000.0,3.5,98.6,72.4,81.2,92.5,84.6,94.4,79.1,13.9,9.7,0.3,98.8,0.3,100.0,"1,153","1,448",79.63,84.27,82.09,86.22,Better Than National Rate,34,951,3.58,3.69,2.87,4.70,Same As National Rate,80,719,11.13,10.71,8.86,13.01,Same As National Rate,0.92,"1,536"
22,217094,16,1244,21237,4106868413,3,Yes,Yes,Yes,Yes,No,Yes,770850000.0,4.5,99.9,84.7,88.3,90.8,89.6,94.9,89.1,12.3,8.0,0.3,99.5,0.8,99.4,"1,042","1,390",74.96,84.01,81.60,86.22,Better Than National Rate,35,596,5.87,4.76,3.75,6.10,Same As National Rate,75,696,10.78,9.62,7.88,11.92,Same As National Rate,1.06,"1,960"
22,217101,3220,1245,21286,4108230880,3,Yes,Yes,Yes,Yes,Yes,Yes,770504400.0,4.5,97.6,83.5,99.4,97.4,99.1,89.3,99.1,14.7,11.7,0.2,98.2,1.8,99.4,"9,237","11,608",79.57,89.02,88.08,89.99,Better Than National Rate,166,"4,225",3.93,3.72,3.22,4.23,Same As National Rate,749,"6,519",11.49,10.33,9.69,11.06,Same As National Rate,1.02,"16,278"
22,217107,3221,1232,21117,4105665015,3,Yes,Yes,Yes,Yes,Yes,Yes,776120400.0,3.0,98.8,72.5,80.8,82.4,79.5,89.2,72.5,13.2,11.1,0.5,96.9,0.4,99.8,"5,127","6,188",82.85,89.80,88.72,90.80,Better Than National Rate,106,"3,438",3.08,3.18,2.66,3.69,Better Than National Rate,272,"2,785",9.77,9.01,8.00,9.98,Better Than National Rate,0.98,"7,124"
22,217108,3222,1246,21061,4105904926,3,Yes,Yes,Yes,Yes,Yes,Yes,772578000.0,4.5,100.0,92.0,90.5,93.0,90.3,90.2,86.1,13.3,10.1,0.5,99.6,0.9,99.0,"2,463","3,321",74.16,84.30,82.60,86.04,Better Than National Rate,67,"1,623",4.13,3.75,3.04,4.67,Same As National Rate,193,"1,767",10.92,8.80,7.81,9.96,Better Than National Rate,0.98,"4,583"
22,217111,16,1241,21804,4105438258,3,Yes,Yes,Yes,Yes,No,Yes,772837200.0,4.5,99.8,83.9,89.4,90.4,90.1,89.4,89.5,12.0,14.4,0.2,98.6,1.0,99.6,"5,319","6,964",76.38,83.69,82.50,84.73,Better Than National Rate,72,"2,560",2.81,3.00,2.42,3.61,Better Than National Rate,420,"3,972",10.57,10.06,9.22,10.97,Same As National Rate,1.04,"11,376"
22,217115,3223,329,21157,4108485379,3,Yes,Yes,Yes,Yes,Yes,Yes,796510800.0,4.0,99.3,81.4,89.7,88.0,89.3,95.4,89.2,12.9,12.3,0.1,95.8,1.1,99.9,"1,968","2,551",77.15,83.31,81.57,84.89,Better Than National Rate,39,878,4.44,4.37,3.43,5.69,Same As National Rate,157,"1,283",12.24,12.40,10.76,14.06,Worse Than National Rate,1.00,"4,122"
22,217120,3224,1247,20706,3015528325,3,Yes,Yes,Yes,Yes,Yes,Yes,811371600.0,3.5,92.2,84.1,83.6,87.4,86.1,94.1,78.7,16.2,11.9,0.0,92.5,0.6,95.3,476,655,72.67,81.33,77.38,84.33,Better Than National Rate,8,282,2.84,3.62,2.62,4.91,Same As National Rate,48,353,13.60,11.11,8.63,14.03,Same As National Rate,1.04,917
22,217121,3225,1245,21204,4103561600,3,Yes,Yes,Yes,Yes,Yes,Yes,845758800.0,4.0,99.0,98.0,86.9,85.9,88.6,92.9,91.4,15.3,10.3,0.4,99.1,0.7,99.0,"1,136","1,578",71.99,81.08,78.62,83.33,Better Than National Rate,31,617,5.02,4.24,3.30,5.55,Same As National Rate,63,671,9.39,8.13,6.53,10.05,Same As National Rate,0.98,"1,822"
22,217123,3226,1236,21215,4106440105,3,Yes,Yes,Yes,No,Yes,No,873925200.0,4.5,98.5,61.6,96.3,94.2,92.6,88.8,92.8,6.8,15.8,0.0,95.2,0.2,98.3,469,628,74.68,88.44,84.35,91.79,Better Than National Rate,14,241,5.81,4.04,2.94,5.38,Same As National Rate,23,235,9.79,8.13,5.94,11.16,Same As National Rate,0.92,821
22,217134,3227,1236,21215,4102351060,3,Yes,Yes,Yes,Yes,Yes,Yes,1090011600.0,4.0,99.6,95.4,85.6,86.1,89.1,96.6,87.6,15.2,10.5,0.0,96.7,0.1,99.0,665,"1,073",61.98,72.53,69.12,75.92,Worse Than National Rate,13,270,4.81,3.98,2.87,5.22,Same As National Rate,68,660,10.30,8.30,6.80,10.18,Same As National Rate,1.07,"1,301"
22,217136,3228,1236,21208,4106022843,3,Yes,Yes,Yes,Yes,Yes,Yes,1126386000.0,4.0,100.0,-,89.9,88.4,91.5,78.4,93.5,11.6,16.7,0.0,83.9,3.3,96.8,27,35,77.14,82.38,65.57,93.19,Same As National Rate,2,20,10.00,4.11,2.91,6.30,Same As National Rate,2,24,8.33,10.08,5.69,18.09,Same As National Rate,0.96,57
22,217137,3229,1248,21228,4107378825,5,Yes,Yes,Yes,Yes,Yes,Yes,1129410000.0,2.5,95.0,93.4,75.5,79.9,77.2,83.0,69.4,14.4,15.0,0.0,85.8,0.7,100.0,305,365,83.56,87.25,82.95,90.97,Better Than National Rate,3,123,2.44,3.73,2.53,5.36,Same As National Rate,7,170,4.12,7.20,4.50,11.56,Same As National Rate,0.93,402
22,217138,3230,1249,20637,3012749000,2,Yes,Yes,Yes,Yes,Yes,Yes,1133388000.0,3.0,75.0,75.6,83.0,83.9,84.9,95.5,78.4,12.5,16.2,0.7,98.1,0.7,99.8,"2,070","2,545",81.34,91.81,90.07,93.42,Better Than National Rate,51,"1,405",3.63,3.40,2.78,4.25,Same As National Rate,76,"1,088",6.99,5.84,4.69,6.96,Better Than National Rate,0.93,"2,839"
22,217139,3204,1239,21601,4108206052,2,Yes,Yes,Yes,No,Yes,Yes,1147467600.0,3.5,99.2,79.0,81.4,82.0,81.4,86.3,74.2,10.3,14.8,0.8,98.9,0.4,99.2,795,911,87.27,90.39,87.89,92.56,Better Than National Rate,9,331,2.72,3.47,2.49,4.79,Same As National Rate,23,485,4.74,6.56,4.84,8.98,Better Than National Rate,0.95,"1,035"
22,217142,3231,1250,21620,4107781049,2,Yes,Yes,Yes,No,Yes,Yes,1170108000.0,3.5,99.6,77.6,83.1,82.1,86.0,91.8,76.3,12.9,17.4,0.0,98.6,0.7,99.3,706,816,86.52,91.89,89.12,94.17,Better Than National Rate,14,368,3.80,3.83,2.79,5.27,Same As National Rate,31,381,8.14,9.12,6.83,12.29,Same As National Rate,1.06,977
22,217149,18,560,20774,3013226023,3,Yes,Yes,Yes,Yes,Yes,Yes,1287694800.0,4.5,99.8,76.3,88.8,91.1,89.0,94.2,88.7,11.3,11.1,0.1,97.0,0.4,97.5,"1,757","2,588",67.89,75.69,73.83,77.55,Same As National Rate,33,785,4.20,4.12,3.20,5.29,Same As National Rate,125,"1,385",9.03,8.32,7.09,9.70,Better Than National Rate,0.96,"3,637"
22,217150,3214,1251,20782,2409652929,2,Yes,Yes,Yes,Yes,Yes,Yes,1343509200.0,4.0,94.5,69.9,85.6,90.3,86.2,93.6,80.2,12.3,12.8,0.2,96.3,0.7,97.8,"4,065","5,443",74.68,80.37,78.93,81.62,Better Than National Rate,78,"2,394",3.26,3.56,3.03,4.26,Same As National Rate,200,"2,656",7.53,7.46,6.55,8.42,Better Than National Rate,0.98,"7,166"
22,217151,16,1252,21921,4103984733,3,Yes,Yes,Yes,Yes,Yes,Yes,1371502800.0,4.5,99.9,78.5,94.2,94.9,91.7,91.6,91.1,15.1,11.0,0.1,99.6,0.8,99.7,"1,773","2,264",78.31,88.75,86.77,90.52,Better Than National Rate,42,"1,220",3.44,3.51,2.77,4.46,Same As National Rate,153,"1,246",12.28,9.29,8.11,10.75,Same As National Rate,1.01,"3,267"
22,217152,1726,1253,20744,8002969002,3,Yes,Yes,Yes,Yes,Yes,Yes,1385935200.0,4.0,91.0,73.0,86.0,90.7,92.0,94.2,83.7,12.4,12.7,0.3,96.3,0.0,98.8,833,"1,083",76.92,84.84,81.97,87.44,Better Than National Rate,22,682,3.23,3.49,2.63,4.60,Same As National Rate,53,547,9.69,8.99,7.25,11.12,Same As National Rate,0.93,"1,326"
22,217153,3232,329,21157,4107512429,1,Yes,Yes,Yes,Yes,Yes,Yes,1395439200.0,2.5,97.3,62.8,73.3,79.8,76.3,73.5,65.2,16.3,12.5,0.3,92.2,0.3,99.1,494,636,77.67,86.55,83.17,89.81,Better Than National Rate,17,282,6.03,4.38,3.24,6.01,Same As National Rate,34,203,16.75,12.32,9.38,15.98,Same As National Rate,1.09,989
22,217154,3233,1254,20895,2403950000,3,Yes,Yes,Yes,Yes,Yes,Yes,1429736400.0,3.5,92.5,96.5,84.3,88.0,84.8,83.4,80.9,11.0,9.1,0.0,95.4,1.4,97.6,492,652,75.46,84.01,80.22,87.42,Better Than National Rate,8,235,3.40,3.74,2.73,5.23,Same As National Rate,24,350,6.86,7.01,5.21,9.45,Better Than National Rate,1.00,"1,228"
22,217155,3234,1236,21234,4106573593,5,Yes,Yes,Yes,Yes,Yes,Yes,1456437600.0,2.5,97.1,95.6,79.6,79.9,79.5,56.3,57.8,15.7,8.6,0.9,98.0,2.3,100.0,268,333,80.48,87.49,82.70,91.71,Better Than National Rate,6,159,3.77,3.89,2.66,5.47,Same As National Rate,18,154,11.69,10.80,7.72,15.90,Same As National Rate,1.02,394
22,217156,3235,1233,20904,3015728375,5,Yes,Yes,Yes,Yes,No,Yes,1455832800.0,3.5,99.7,95.0,83.1,88.5,85.5,79.2,77.9,13.1,8.2,0.4,96.7,0.5,100.0,439,541,81.15,86.99,83.45,90.18,Better Than National Rate,12,196,6.12,4.61,3.23,6.46,Same As National Rate,12,260,4.62,6.14,4.20,8.76,Better Than National Rate,1.12,590
22,217157,14,1241,21804,4102195540,3,Yes,Yes,Yes,Yes,Yes,Yes,1510524000.0,2.5,93.5,69.8,81.9,82.6,80.7,79.4,79.4,14.3,15.1,0.0,98.5,1.5,99.5,863,"1,059",81.49,87.15,84.39,89.66,Better Than National Rate,18,553,3.25,3.69,2.68,4.87,Same As National Rate,56,578,9.69,9.81,7.85,12.54,Same As National Rate,1.06,"1,361"
22,217158,155,1255,20879,3019776400,3,Yes,Yes,Yes,Yes,Yes,Yes,1571950800.0,5.0,99.3,90.4,99.7,99.3,100.0,90.7,100.0,13.0,12.1,0.3,98.6,1.7,99.5,"2,001","2,618",76.43,83.12,81.39,85.10,Better Than National Rate,14,484,2.89,3.57,2.73,4.96,Same As National Rate,137,"1,500",9.13,9.84,8.42,11.38,Same As National Rate,1.07,"3,802"
22,217159,3236,1255,20877,3012165697,5,Yes,Yes,Yes,Yes,Yes,Yes,1571950800.0,2.5,99.3,91.4,71.9,69.6,76.4,81.0,63.6,12.4,12.0,0.0,96.3,1.9,99.6,293,382,76.70,80.03,75.83,83.89,Same As National Rate,8,126,6.35,4.43,3.05,6.29,Same As National Rate,18,202,8.91,10.84,7.71,15.49,Same As National Rate,1.07,744
22,217160,14,1242,20850,8889235842,3,Yes,Yes,Yes,Yes,No,Yes,1582322400.0,3.0,56.6,88.6,78.3,73.0,81.3,88.4,85.2,13.2,12.6,0.0,95.5,1.2,99.7,310,389,79.69,83.26,79.03,86.77,Better Than National Rate,2,79,2.53,3.80,2.73,5.51,Same As National Rate,21,206,10.19,11.31,8.26,16.06,Same As National Rate,1.08,464
22,217161,3237,1245,21204,4104865330,3,Yes,Yes,Yes,Yes,Yes,Yes,1596142800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,217162,14,1232,21117,8878098388,3,Yes,Yes,Yes,Yes,Yes,Yes,1601067600.0,2.5,72.1,77.6,83.7,78.9,83.1,72.7,79.1,15.3,6.7,0.0,96.4,0.9,99.1,168,226,74.34,81.05,74.59,86.61,Same As National Rate,4,58,6.90,4.12,2.85,5.84,Same As National Rate,3,77,3.90,7.34,4.38,11.84,Same As National Rate,1.11,261
22,217163,3238,1233,20904,3016221260,3,Yes,Yes,Yes,Yes,Yes,Yes,1605823200.0,-,97.4,81.8,-,-,-,-,-,15.3,7.6,-,100.0,0.0,100.0,80,157,50.96,53.81,46.29,61.27,Worse Than National Rate,4,67,5.97,4.21,2.92,6.20,Same As National Rate,2,52,3.85,7.99,4.78,12.76,Same As National Rate,0.95,170
22,217164,3239,1236,21236,4105290078,3,Yes,Yes,No,No,No,Yes,1619902800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,217165,3240,1233,20904,2405827563,3,Yes,Yes,Yes,Yes,Yes,Yes,1802037600.0,3.5,94.7,83.5,82.1,87.1,83.5,92.6,81.8,17.8,8.6,0.5,93.1,0.0,99.7,83,133,62.41,65.55,57.20,73.47,Worse Than National Rate,0,41,0.00,3.74,2.46,5.49,Same As National Rate,7,56,12.50,11.32,6.89,17.32,Same As National Rate,0.85,139
22,217166,3241,1256,20714,2406035025,5,Yes,Yes,Yes,Yes,Yes,Yes,1906318800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,217167,3242,1243,21742,3017904962,3,Yes,Yes,Yes,Yes,Yes,No,1916082000.0,2.0,92.3,50.6,69.8,75.3,74.2,54.6,63.7,15.8,14.8,0.4,99.7,1.8,99.7,32,55,58.18,67.49,54.22,80.68,Same As National Rate,2,28,7.14,3.97,2.72,5.81,Same As National Rate,7,48,14.58,10.51,6.79,15.54,Same As National Rate,0.95,64
22,217809,3243,345,21550,3013347750,7,Yes,Yes,Yes,Yes,Yes,Yes,867445200.0,2.5,78.7,65.2,77.8,79.5,76.6,83.3,73.5,9.9,12.1,0.5,97.1,1.0,99.3,628,789,79.59,86.08,82.95,88.98,Better Than National Rate,19,447,4.25,4.03,3.06,5.47,Same As National Rate,34,389,8.74,8.87,6.61,11.40,Same As National Rate,0.98,773
23,207000,3244,1257,4072,2072844566,3,Yes,Yes,Yes,Yes,Yes,Yes,410047200.0,3.0,95.1,76.0,80.7,85.3,82.9,79.8,77.3,14.2,15.2,0.4,87.9,1.4,99.8,"3,538","4,087",86.57,92.89,91.75,94.06,Better Than National Rate,82,"2,220",3.69,3.51,2.93,4.17,Same As National Rate,178,"1,735",10.26,9.52,8.43,10.89,Same As National Rate,0.94,"5,658"
23,207012,3245,717,4011,2077296728,2,Yes,Yes,Yes,Yes,Yes,Yes,214088400.0,3.5,99.1,78.6,81.0,88.2,82.5,92.2,78.5,15.4,14.8,0.5,96.7,0.8,99.4,796,911,87.38,89.94,87.44,92.08,Better Than National Rate,13,460,2.83,3.59,2.61,4.82,Same As National Rate,39,443,8.80,10.00,7.54,12.97,Same As National Rate,0.91,"1,248"
23,207019,3246,1258,4240,2077777740,3,Yes,Yes,Yes,Yes,Yes,Yes,223509600.0,3.5,98.9,72.6,83.4,86.3,86.2,84.1,85.4,12.4,18.5,0.2,96.8,0.9,99.7,"2,184","2,660",82.11,88.58,87.00,90.00,Better Than National Rate,38,"1,381",2.75,3.03,2.42,3.77,Better Than National Rate,124,"1,394",8.90,8.58,7.28,10.07,Same As National Rate,0.95,"4,031"
23,207020,3247,1259,4106,8007573326,1,Yes,Yes,Yes,Yes,Yes,Yes,223509600.0,2.5,85.1,72.5,79.1,81.0,79.4,76.9,73.6,11.5,16.5,0.5,81.0,1.1,98.9,"3,789","4,543",83.40,90.24,89.01,91.44,Better Than National Rate,90,"2,305",3.90,3.60,3.00,4.37,Same As National Rate,177,"2,128",8.32,8.17,7.27,9.30,Better Than National Rate,0.91,"6,393"
23,207021,3248,1260,4901,2078616200,5,Yes,Yes,Yes,Yes,Yes,Yes,243982800.0,2.0,65.7,70.7,74.4,79.1,72.7,69.7,64.4,12.9,15.9,0.5,90.9,0.9,96.1,"1,227","1,453",84.45,89.91,87.49,91.65,Better Than National Rate,20,723,2.77,3.27,2.52,4.28,Same As National Rate,44,610,7.21,7.68,5.97,9.71,Better Than National Rate,0.86,"1,717"
23,207026,3249,1261,4402,2079470366,5,Yes,Yes,Yes,Yes,Yes,Yes,395787600.0,3.0,99.1,71.5,76.7,87.8,72.9,75.7,66.9,10.3,17.0,0.4,95.9,0.9,98.6,760,929,81.81,84.76,82.42,86.99,Better Than National Rate,10,385,2.60,3.48,2.55,4.82,Same As National Rate,30,396,7.58,9.06,6.85,12.05,Same As National Rate,0.89,"1,292"
23,207033,3250,1261,4401,2079071810,1,Yes,Yes,Yes,Yes,Yes,Yes,873666000.0,2.0,96.2,73.7,72.4,75.6,71.5,67.3,64.5,16.7,14.2,0.3,88.7,0.7,96.8,469,566,82.86,85.38,81.86,88.41,Better Than National Rate,10,270,3.70,3.84,2.87,5.32,Same As National Rate,26,269,9.67,10.67,8.10,14.58,Same As National Rate,0.96,660
23,207038,15,1262,4101,2077720954,3,Yes,Yes,Yes,Yes,Yes,No,952552800.0,4.5,100.0,89.6,90.2,90.3,87.7,89.4,87.6,12.3,15.4,0.4,95.0,1.5,99.5,928,"1,187",78.18,84.93,82.10,87.55,Better Than National Rate,16,567,2.82,3.44,2.57,4.61,Same As National Rate,48,682,7.04,6.93,5.47,8.72,Better Than National Rate,1.01,"2,083"
23,207045,15,1261,4401,2079909000,3,Yes,Yes,Yes,Yes,Yes,Yes,1073512800.0,4.5,100.0,85.3,93.6,94.7,91.4,84.2,87.4,12.8,14.8,0.3,98.9,1.1,97.4,578,754,76.66,86.62,83.02,89.70,Better Than National Rate,6,379,1.58,2.97,2.22,4.00,Same As National Rate,39,416,9.38,7.80,6.10,10.03,Same As National Rate,0.91,"1,302"
23,207051,3251,1263,4652,2077331090,5,Yes,Yes,No,No,No,Yes,1110146400.0,2.5,85.6,91.5,63.2,81.4,67.8,77.4,60.2,9.6,24.9,2.0,94.4,3.4,100.0,61,115,53.04,58.46,48.18,67.41,Worse Than National Rate,2,39,5.13,3.97,2.72,5.93,Same As National Rate,8,44,18.18,11.90,7.25,17.76,Same As National Rate,0.88,180
23,207054,3252,1264,4736,2074921149,3,Yes,Yes,Yes,Yes,Yes,Yes,1121374800.0,4.0,99.4,75.7,88.5,94.8,85.0,85.6,76.9,13.8,18.4,0.0,99.1,1.2,97.3,230,289,79.58,84.51,80.11,88.71,Better Than National Rate,4,137,2.92,3.68,2.57,5.16,Same As National Rate,11,153,7.19,8.83,5.80,13.25,Same As National Rate,0.89,363
23,207055,3253,1264,4736,2074983915,3,Yes,Yes,Yes,Yes,Yes,Yes,1127422800.0,3.5,99.5,80.6,81.7,84.5,82.7,91.0,69.6,15.7,20.1,0.6,91.0,3.1,80.8,245,300,81.67,84.14,79.05,88.21,Better Than National Rate,3,143,2.10,3.59,2.47,5.20,Same As National Rate,13,128,10.16,11.20,7.59,16.55,Same As National Rate,0.92,566
23,207062,3254,1265,4730,2075327480,3,Yes,Yes,Yes,No,No,Yes,1142719200.0,4.5,100.0,85.4,86.3,98.8,93.1,94.8,90.0,13.1,24.0,1.0,99.2,4.5,100.0,142,173,82.08,89.01,82.85,94.54,Better Than National Rate,5,73,6.85,4.19,2.95,6.18,Same As National Rate,3,85,3.53,6.75,3.98,11.23,Same As National Rate,1.15,212
23,207070,3255,1266,3909,2073512194,3,Yes,Yes,Yes,Yes,Yes,Yes,1208120400.0,2.5,98.1,85.6,76.0,81.1,76.2,79.9,71.3,16.6,14.2,0.0,92.8,1.5,99.8,834,929,89.77,89.69,87.34,91.48,Better Than National Rate,16,395,4.05,4.18,3.06,5.65,Same As National Rate,40,404,9.90,12.79,9.77,16.31,Same As National Rate,0.98,"1,226"
23,207073,16,1262,4102,2077727520,3,Yes,Yes,Yes,Yes,Yes,Yes,1558386000.0,4.5,99.9,75.5,89.5,91.2,91.8,83.1,95.0,10.2,14.0,0.0,91.8,1.2,97.5,884,"1,172",75.43,84.26,81.40,86.74,Better Than National Rate,20,543,3.68,3.78,2.86,4.98,Same As National Rate,53,664,7.98,7.54,5.91,9.64,Better Than National Rate,0.94,"1,765"
23,207075,3256,1261,4401,2079900029,3,Yes,Yes,Yes,Yes,Yes,Yes,1597266000.0,4.0,99.9,87.6,90.4,91.6,87.2,85.8,87.5,16.0,19.7,0.0,99.8,1.2,97.3,578,767,75.36,84.80,81.29,88.26,Better Than National Rate,20,380,5.26,4.33,3.16,5.70,Same As National Rate,46,402,11.44,9.45,7.36,11.88,Same As National Rate,0.99,"1,211"
23,207080,1678,1267,4106,2077032413,3,Yes,Yes,Yes,No,No,No,1714078800.0,3.5,98.5,74.2,86.2,86.3,90.1,88.9,82.2,13.0,13.9,0.0,99.3,0.0,98.5,262,306,85.62,87.41,83.11,90.75,Better Than National Rate,3,109,2.75,3.79,2.58,5.32,Same As National Rate,7,97,7.22,9.39,5.93,14.20,Same As National Rate,0.83,289
23,207082,3257,1268,4662,2072765184,5,Yes,Yes,No,No,No,Yes,1829167200.0,2.0,69.3,76.5,78.9,80.1,75.6,42.0,68.5,13.5,13.4,1.7,80.1,1.2,99.4,151,173,87.28,89.20,83.57,93.61,Better Than National Rate,3,88,3.41,3.91,2.69,5.63,Same As National Rate,2,78,2.56,7.30,4.19,12.49,Same As National Rate,0.92,210
23,207083,3258,512,3820,6037658232,3,Yes,Yes,Yes,Yes,Yes,Yes,1933707600.0,3.0,88.2,78.2,85.9,86.7,86.7,75.8,84.5,11.8,13.9,1.4,100.0,3.9,99.0,88,108,81.48,88.19,80.44,94.45,Better Than National Rate,1,48,2.08,3.73,2.39,5.39,Same As National Rate,6,86,6.98,8.07,4.85,12.54,Same As National Rate,0.92,156
23,207084,3259,1266,3909,6174819077,6,-,-,-,-,-,-,1940533200.0,3.5,99.6,77.2,78.6,78.8,82.5,87.8,75.0,13.6,14.8,0.0,95.4,0.4,98.8,160,203,78.82,81.41,75.08,86.16,Same As National Rate,7,87,8.05,4.50,3.08,6.51,Same As National Rate,10,151,6.62,8.24,5.32,12.36,Same As National Rate,1.01,198
24,237006,3260,990,49002,2693431396,2,Yes,Yes,Yes,Yes,Yes,Yes,204757200.0,3.5,95.6,69.1,86.7,86.1,88.8,86.6,81.1,12.8,13.6,0.2,97.5,0.2,99.4,688,869,79.17,84.66,81.72,87.61,Better Than National Rate,18,454,3.96,4.07,3.00,5.41,Same As National Rate,31,418,7.42,7.53,5.48,9.67,Better Than National Rate,0.94,"1,037"
24,237007,3261,1269,49503,6164863900,2,Yes,Yes,Yes,Yes,Yes,Yes,567813600.0,3.5,98.7,71.8,83.3,84.4,87.3,89.0,83.0,13.8,12.7,0.5,94.6,1.1,100.0,"1,645","1,957",84.06,90.90,89.13,92.78,Better Than National Rate,62,"1,354",4.58,4.17,3.42,5.05,Same As National Rate,105,"1,035",10.14,9.15,7.80,10.92,Same As National Rate,0.96,"2,195"
24,237008,3262,901,48917,8008623132,2,Yes,Yes,Yes,Yes,Yes,Yes,204757200.0,4.0,98.9,86.5,90.0,89.3,92.3,86.9,85.7,13.7,7.4,0.4,98.1,0.4,97.8,669,951,70.35,80.62,76.86,83.79,Better Than National Rate,25,496,5.04,4.11,3.06,5.45,Same As National Rate,27,368,7.34,6.77,4.86,9.08,Better Than National Rate,0.99,"1,163"
